REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
RE1,FTETRAGSL,CO2tra,2,2037,0.0
RE1,FTETRAGSL,CO2tra,2,2038,0.0
RE1,FTETRAGSL,CO2tra,2,2039,0.0
RE1,FTETRAGSL,CO2tra,2,2040,0.0
RE1,FTETRAGSL,CO2tra,2,2041,0.0
RE1,FTETRAGSL,CO2tra,2,2042,0.0
RE1,FTETRAGSL,CO2tra,2,2043,0.0
RE1,FTETRAGSL,CO2tra,2,2044,0.0
RE1,FTETRAGSL,CO2tra,2,2045,0.0
RE1,FTETRAGSL,CO2tra,2,2046,0.0
RE1,FTETRAGSL,CO2tra,2,2047,0.0
RE1,FTETRAGSL,CO2tra,2,2048,0.0
RE1,FTETRAGSL,CO2tra,2,2049,0.0
RE1,FTETRAGSL,CO2tra,2,2050,0.0
RE1,FTETRAHFO,CO2tra,1,2019,0.08
RE1,FTETRAHFO,CO2tra,1,2020,0.08
RE1,FTETRAHFO,CO2tra,1,2021,0.08
RE1,FTETRAHFO,CO2tra,1,2022,0.08
RE1,FTETRAHFO,CO2tra,1,2023,0.08
RE1,FTETRAHFO,CO2tra,1,2024,0.08
RE1,FTETRAHFO,CO2tra,1,2025,0.08
RE1,FTETRAHFO,CO2tra,1,2026,0.08
RE1,FTETRAHFO,CO2tra,1,2027,0.08
RE1,FTETRAHFO,CO2tra,1,2028,0.08
RE1,FTETRAHFO,CO2tra,1,2029,0.08
RE1,FTETRAHFO,CO2tra,1,2030,0.08
RE1,FTETRAHFO,CO2tra,1,2031,0.08
RE1,FTETRAHFO,CO2tra,1,2032,0.08
RE1,FTETRAHFO,CO2tra,1,2033,0.08
RE1,FTETRAHFO,CO2tra,1,2034,0.08
RE1,FTETRAHFO,CO2tra,1,2035,0.08
RE1,FTETRAHFO,CO2tra,1,2036,0.08
RE1,FTETRAHFO,CO2tra,1,2037,0.08
RE1,FTETRAHFO,CO2tra,1,2038,0.08
RE1,FTETRAHFO,CO2tra,1,2039,0.08
RE1,FTETRAHFO,CO2tra,1,2040,0.08
RE1,FTETRAHFO,CO2tra,1,2041,0.08
RE1,FTETRAHFO,CO2tra,1,2042,0.08
RE1,FTETRAHFO,CO2tra,1,2043,0.08
RE1,FTETRAHFO,CO2tra,1,2044,0.08
RE1,FTETRAHFO,CO2tra,1,2045,0.08
RE1,FTETRAHFO,CO2tra,1,2046,0.08
RE1,FTETRAHFO,CO2tra,1,2047,0.08
RE1,FTETRAHFO,CO2tra,1,2048,0.08
RE1,FTETRAHFO,CO2tra,1,2049,0.08
RE1,FTETRAHFO,CO2tra,1,2050,0.08
RE1,FTETRAHFO,CO2tra,2,2019,0.0
RE1,FTETRAHFO,CO2tra,2,2020,0.0
RE1,FTETRAHFO,CO2tra,2,2021,0.0
RE1,FTETRAHFO,CO2tra,2,2022,0.0
RE1,FTETRAHFO,CO2tra,2,2023,0.0
RE1,FTETRAHFO,CO2tra,2,2024,0.0
RE1,FTETRAHFO,CO2tra,2,2025,0.0
RE1,FTETRAHFO,CO2tra,2,2026,0.0
RE1,FTETRAHFO,CO2tra,2,2027,0.0
RE1,FTETRAHFO,CO2tra,2,2028,0.0
RE1,FTETRAHFO,CO2tra,2,2029,0.0
RE1,FTETRAHFO,CO2tra,2,2030,0.0
RE1,FTETRAHFO,CO2tra,2,2031,0.0
RE1,FTETRAHFO,CO2tra,2,2032,0.0
RE1,FTETRAHFO,CO2tra,2,2033,0.0
RE1,FTETRAHFO,CO2tra,2,2034,0.0
RE1,FTETRAHFO,CO2tra,2,2035,0.0
RE1,FTETRAHFO,CO2tra,2,2036,0.0
RE1,FTETRAHFO,CO2tra,2,2037,0.0
RE1,FTETRAHFO,CO2tra,2,2038,0.0
RE1,FTETRAHFO,CO2tra,2,2039,0.0
RE1,FTETRAHFO,CO2tra,2,2040,0.0
RE1,FTETRAHFO,CO2tra,2,2041,0.0
RE1,FTETRAHFO,CO2tra,2,2042,0.0
RE1,FTETRAHFO,CO2tra,2,2043,0.0
RE1,FTETRAHFO,CO2tra,2,2044,0.0
RE1,FTETRAHFO,CO2tra,2,2045,0.0
RE1,FTETRAHFO,CO2tra,2,2046,0.0
RE1,FTETRAHFO,CO2tra,2,2047,0.0
RE1,FTETRAHFO,CO2tra,2,2048,0.0
RE1,FTETRAHFO,CO2tra,2,2049,0.0
RE1,FTETRAHFO,CO2tra,2,2050,0.0
RE1,FTETRAJFL,CO2tra,1,2019,0.07
RE1,FTETRAJFL,CO2tra,1,2020,0.07
RE1,FTETRAJFL,CO2tra,1,2021,0.07
RE1,FTETRAJFL,CO2tra,1,2022,0.07
RE1,FTETRAJFL,CO2tra,1,2023,0.07
RE1,FTETRAJFL,CO2tra,1,2024,0.07
RE1,FTETRAJFL,CO2tra,1,2025,0.07
RE1,FTETRAJFL,CO2tra,1,2026,0.07
RE1,FTETRAJFL,CO2tra,1,2027,0.07
RE1,FTETRAJFL,CO2tra,1,2028,0.07
RE1,FTETRAJFL,CO2tra,1,2029,0.07
RE1,FTETRAJFL,CO2tra,1,2030,0.07
RE1,FTETRAJFL,CO2tra,1,2031,0.07
RE1,FTETRAJFL,CO2tra,1,2032,0.07
RE1,FTETRAJFL,CO2tra,1,2033,0.07
RE1,FTETRAJFL,CO2tra,1,2034,0.07
RE1,FTETRAJFL,CO2tra,1,2035,0.07
RE1,FTETRAJFL,CO2tra,1,2036,0.07
RE1,FTETRAJFL,CO2tra,1,2037,0.07
RE1,FTETRAJFL,CO2tra,1,2038,0.07
RE1,FTETRAJFL,CO2tra,1,2039,0.07
RE1,FTETRAJFL,CO2tra,1,2040,0.07
RE1,FTETRAJFL,CO2tra,1,2041,0.07
RE1,FTETRAJFL,CO2tra,1,2042,0.07
RE1,FTETRAJFL,CO2tra,1,2043,0.07
RE1,FTETRAJFL,CO2tra,1,2044,0.07
RE1,FTETRAJFL,CO2tra,1,2045,0.07
RE1,FTETRAJFL,CO2tra,1,2046,0.07
RE1,FTETRAJFL,CO2tra,1,2047,0.07
RE1,FTETRAJFL,CO2tra,1,2048,0.07
RE1,FTETRAJFL,CO2tra,1,2049,0.07
RE1,FTETRAJFL,CO2tra,1,2050,0.07
RE1,FTETRAJFL,CO2tra,2,2019,0.0
RE1,FTETRAJFL,CO2tra,2,2020,0.0
RE1,FTETRAJFL,CO2tra,2,2021,0.0
RE1,FTETRAJFL,CO2tra,2,2022,0.0
RE1,FTETRAJFL,CO2tra,2,2023,0.0
RE1,FTETRAJFL,CO2tra,2,2024,0.0
RE1,FTETRAJFL,CO2tra,2,2025,0.0
RE1,FTETRAJFL,CO2tra,2,2026,0.0
RE1,FTETRAJFL,CO2tra,2,2027,0.0
RE1,FTETRAJFL,CO2tra,2,2028,0.0
RE1,FTETRAJFL,CO2tra,2,2029,0.0
RE1,FTETRAJFL,CO2tra,2,2030,0.0
RE1,FTETRAJFL,CO2tra,2,2031,0.0
RE1,FTETRAJFL,CO2tra,2,2032,0.0
RE1,FTETRAJFL,CO2tra,2,2033,0.0
RE1,FTETRAJFL,CO2tra,2,2034,0.0
RE1,FTETRAJFL,CO2tra,2,2035,0.0
RE1,FTETRAJFL,CO2tra,2,2036,0.0
RE1,FTETRAJFL,CO2tra,2,2037,0.0
RE1,FTETRAJFL,CO2tra,2,2038,0.0
RE1,FTETRAJFL,CO2tra,2,2039,0.0
RE1,FTETRAJFL,CO2tra,2,2040,0.0
RE1,FTETRAJFL,CO2tra,2,2041,0.0
RE1,FTETRAJFL,CO2tra,2,2042,0.0
RE1,FTETRAJFL,CO2tra,2,2043,0.0
RE1,FTETRAJFL,CO2tra,2,2044,0.0
RE1,FTETRAJFL,CO2tra,2,2045,0.0
RE1,FTETRAJFL,CO2tra,2,2046,0.0
RE1,FTETRAJFL,CO2tra,2,2047,0.0
RE1,FTETRAJFL,CO2tra,2,2048,0.0
RE1,FTETRAJFL,CO2tra,2,2049,0.0
RE1,FTETRAJFL,CO2tra,2,2050,0.0
RE1,IMPBIO,CO2,1,2019,0.11
RE1,IMPBIO,CO2,1,2020,0.11
RE1,IMPBIO,CO2,1,2021,0.11
RE1,IMPBIO,CO2,1,2022,0.11
RE1,IMPBIO,CO2,1,2023,0.11
RE1,IMPBIO,CO2,1,2024,0.11
RE1,IMPBIO,CO2,1,2025,0.11
RE1,IMPBIO,CO2,1,2026,0.11
RE1,IMPBIO,CO2,1,2027,0.11
RE1,IMPBIO,CO2,1,2028,0.11
RE1,IMPBIO,CO2,1,2029,0.11
RE1,IMPBIO,CO2,1,2030,0.11
RE1,IMPBIO,CO2,1,2031,0.11
RE1,IMPBIO,CO2,1,2032,0.11
RE1,IMPBIO,CO2,1,2033,0.11
RE1,IMPBIO,CO2,1,2034,0.11
RE1,IMPBIO,CO2,1,2035,0.11
RE1,IMPBIO,CO2,1,2036,0.11
RE1,IMPBIO,CO2,1,2037,0.11
RE1,IMPBIO,CO2,1,2038,0.11
RE1,IMPBIO,CO2,1,2039,0.11
RE1,IMPBIO,CO2,1,2040,0.11
RE1,IMPBIO,CO2,1,2041,0.11
RE1,IMPBIO,CO2,1,2042,0.11
RE1,IMPBIO,CO2,1,2043,0.11
RE1,IMPBIO,CO2,1,2044,0.11
RE1,IMPBIO,CO2,1,2045,0.11
RE1,IMPBIO,CO2,1,2046,0.11
RE1,IMPBIO,CO2,1,2047,0.11
RE1,IMPBIO,CO2,1,2048,0.11
RE1,IMPBIO,CO2,1,2049,0.11
RE1,IMPBIO,CO2,1,2050,0.11
RE1,IMPBIO,CO2,2,2019,0.0
RE1,IMPBIO,CO2,2,2020,0.0
RE1,IMPBIO,CO2,2,2021,0.0
RE1,IMPBIO,CO2,2,2022,0.0
RE1,IMPBIO,CO2,2,2023,0.0
RE1,IMPBIO,CO2,2,2024,0.0
RE1,IMPBIO,CO2,2,2025,0.0
RE1,IMPBIO,CO2,2,2026,0.0
RE1,IMPBIO,CO2,2,2027,0.0
RE1,IMPBIO,CO2,2,2028,0.0
RE1,IMPBIO,CO2,2,2029,0.0
RE1,IMPBIO,CO2,2,2030,0.0
RE1,IMPBIO,CO2,2,2031,0.0
RE1,IMPBIO,CO2,2,2032,0.0
RE1,IMPBIO,CO2,2,2033,0.0
RE1,IMPBIO,CO2,2,2034,0.0
RE1,IMPBIO,CO2,2,2035,0.0
RE1,IMPBIO,CO2,2,2036,0.0
RE1,IMPBIO,CO2,2,2037,0.0
RE1,IMPBIO,CO2,2,2038,0.0
RE1,IMPBIO,CO2,2,2039,0.0
RE1,IMPBIO,CO2,2,2040,0.0
RE1,IMPBIO,CO2,2,2041,0.0
RE1,IMPBIO,CO2,2,2042,0.0
RE1,IMPBIO,CO2,2,2043,0.0
RE1,IMPBIO,CO2,2,2044,0.0
RE1,IMPBIO,CO2,2,2045,0.0
RE1,IMPBIO,CO2,2,2046,0.0
RE1,IMPBIO,CO2,2,2047,0.0
RE1,IMPBIO,CO2,2,2048,0.0
RE1,IMPBIO,CO2,2,2049,0.0
RE1,IMPBIO,CO2,2,2050,0.0
RE1,IMPCOA,CO2,1,2019,0.1
RE1,IMPCOA,CO2,1,2020,0.1
RE1,IMPCOA,CO2,1,2021,0.1
RE1,IMPCOA,CO2,1,2022,0.1
RE1,IMPCOA,CO2,1,2023,0.1
RE1,IMPCOA,CO2,1,2024,0.1
RE1,IMPCOA,CO2,1,2025,0.1
RE1,IMPCOA,CO2,1,2026,0.1
RE1,IMPCOA,CO2,1,2027,0.1
RE1,IMPCOA,CO2,1,2028,0.1
RE1,IMPCOA,CO2,1,2029,0.1
RE1,IMPCOA,CO2,1,2030,0.1
RE1,IMPCOA,CO2,1,2031,0.1
RE1,IMPCOA,CO2,1,2032,0.1
RE1,IMPCOA,CO2,1,2033,0.1
RE1,IMPCOA,CO2,1,2034,0.1
RE1,IMPCOA,CO2,1,2035,0.1
RE1,IMPCOA,CO2,1,2036,0.1
RE1,IMPCOA,CO2,1,2037,0.1
RE1,IMPCOA,CO2,1,2038,0.1
RE1,IMPCOA,CO2,1,2039,0.1
RE1,IMPCOA,CO2,1,2040,0.1
RE1,IMPCOA,CO2,1,2041,0.1
RE1,IMPCOA,CO2,1,2042,0.1
RE1,IMPCOA,CO2,1,2043,0.1
RE1,IMPCOA,CO2,1,2044,0.1
RE1,IMPCOA,CO2,1,2045,0.1
RE1,IMPCOA,CO2,1,2046,0.1
RE1,IMPCOA,CO2,1,2047,0.1
RE1,IMPCOA,CO2,1,2048,0.1
RE1,IMPCOA,CO2,1,2049,0.1
RE1,IMPCOA,CO2,1,2050,0.1
RE1,IMPCOA,CO2,2,2019,0.0
RE1,IMPCOA,CO2,2,2020,0.0
RE1,IMPCOA,CO2,2,2021,0.0
RE1,IMPCOA,CO2,2,2022,0.0
RE1,IMPCOA,CO2,2,2023,0.0
RE1,IMPCOA,CO2,2,2024,0.0
RE1,IMPCOA,CO2,2,2025,0.0
RE1,IMPCOA,CO2,2,2026,0.0
RE1,IMPCOA,CO2,2,2027,0.0
RE1,IMPCOA,CO2,2,2028,0.0
RE1,IMPCOA,CO2,2,2029,0.0
RE1,IMPCOA,CO2,2,2030,0.0
RE1,IMPCOA,CO2,2,2031,0.0
RE1,IMPCOA,CO2,2,2032,0.0
RE1,IMPCOA,CO2,2,2033,0.0
RE1,IMPCOA,CO2,2,2034,0.0
RE1,IMPCOA,CO2,2,2035,0.0
RE1,IMPCOA,CO2,2,2036,0.0
RE1,IMPCOA,CO2,2,2037,0.0
RE1,IMPCOA,CO2,2,2038,0.0
RE1,IMPCOA,CO2,2,2039,0.0
RE1,IMPCOA,CO2,2,2040,0.0
RE1,IMPCOA,CO2,2,2041,0.0
RE1,IMPCOA,CO2,2,2042,0.0
RE1,IMPCOA,CO2,2,2043,0.0
RE1,IMPCOA,CO2,2,2044,0.0
RE1,IMPCOA,CO2,2,2045,0.0
RE1,IMPCOA,CO2,2,2046,0.0
RE1,IMPCOA,CO2,2,2047,0.0
RE1,IMPCOA,CO2,2,2048,0.0
RE1,IMPCOA,CO2,2,2049,0.0
RE1,IMPCOA,CO2,2,2050,0.0
RE1,IMPDSL,CO2,1,2019,0.07
RE1,IMPDSL,CO2,1,2020,0.07
RE1,IMPDSL,CO2,1,2021,0.07
RE1,IMPDSL,CO2,1,2022,0.07
RE1,IMPDSL,CO2,1,2023,0.07
RE1,IMPDSL,CO2,1,2024,0.07
RE1,IMPDSL,CO2,1,2025,0.07
RE1,IMPDSL,CO2,1,2026,0.07
RE1,IMPDSL,CO2,1,2027,0.07
RE1,IMPDSL,CO2,1,2028,0.07
RE1,IMPDSL,CO2,1,2029,0.07
RE1,IMPDSL,CO2,1,2030,0.07
RE1,IMPDSL,CO2,1,2031,0.07
RE1,IMPDSL,CO2,1,2032,0.07
RE1,IMPDSL,CO2,1,2033,0.07
RE1,IMPDSL,CO2,1,2034,0.07
RE1,IMPDSL,CO2,1,2035,0.07
RE1,IMPDSL,CO2,1,2036,0.07
RE1,IMPDSL,CO2,1,2037,0.07
RE1,IMPDSL,CO2,1,2038,0.07
RE1,IMPDSL,CO2,1,2039,0.07
RE1,IMPDSL,CO2,1,2040,0.07
RE1,IMPDSL,CO2,1,2041,0.07
RE1,IMPDSL,CO2,1,2042,0.07
RE1,IMPDSL,CO2,1,2043,0.07
RE1,IMPDSL,CO2,1,2044,0.07
RE1,IMPDSL,CO2,1,2045,0.07
RE1,IMPDSL,CO2,1,2046,0.07
RE1,IMPDSL,CO2,1,2047,0.07
RE1,IMPDSL,CO2,1,2048,0.07
RE1,IMPDSL,CO2,1,2049,0.07
RE1,IMPDSL,CO2,1,2050,0.07
RE1,IMPDSL,CO2,2,2019,0.0
RE1,IMPDSL,CO2,2,2020,0.0
RE1,IMPDSL,CO2,2,2021,0.0
RE1,IMPDSL,CO2,2,2022,0.0
RE1,IMPDSL,CO2,2,2023,0.0
RE1,IMPDSL,CO2,2,2024,0.0
RE1,IMPDSL,CO2,2,2025,0.0
RE1,IMPDSL,CO2,2,2026,0.0
RE1,IMPDSL,CO2,2,2027,0.0
RE1,IMPDSL,CO2,2,2028,0.0
RE1,IMPDSL,CO2,2,2029,0.0
RE1,IMPDSL,CO2,2,2030,0.0
RE1,IMPDSL,CO2,2,2031,0.0
RE1,IMPDSL,CO2,2,2032,0.0
RE1,IMPDSL,CO2,2,2033,0.0
RE1,IMPDSL,CO2,2,2034,0.0
RE1,IMPDSL,CO2,2,2035,0.0
RE1,IMPDSL,CO2,2,2036,0.0
RE1,IMPDSL,CO2,2,2037,0.0
RE1,IMPDSL,CO2,2,2038,0.0
RE1,IMPDSL,CO2,2,2039,0.0
RE1,IMPDSL,CO2,2,2040,0.0
RE1,IMPDSL,CO2,2,2041,0.0
RE1,IMPDSL,CO2,2,2042,0.0
RE1,IMPDSL,CO2,2,2043,0.0
RE1,IMPDSL,CO2,2,2044,0.0
RE1,IMPDSL,CO2,2,2045,0.0
RE1,IMPDSL,CO2,2,2046,0.0
RE1,IMPDSL,CO2,2,2047,0.0
RE1,IMPDSL,CO2,2,2048,0.0
RE1,IMPDSL,CO2,2,2049,0.0
RE1,IMPDSL,CO2,2,2050,0.0
RE1,IMPELC001,CO2,1,2019,0.0
RE1,IMPELC001,CO2,1,2020,0.0
RE1,IMPELC001,CO2,1,2021,0.0
RE1,IMPELC001,CO2,1,2022,0.0
RE1,IMPELC001,CO2,1,2023,0.0
RE1,IMPELC001,CO2,1,2024,0.0
RE1,IMPELC001,CO2,1,2025,0.0
RE1,IMPELC001,CO2,1,2026,0.0
RE1,IMPELC001,CO2,1,2027,0.0
RE1,IMPELC001,CO2,1,2028,0.0
RE1,IMPELC001,CO2,1,2029,0.0
RE1,IMPELC001,CO2,1,2030,0.0
RE1,IMPELC001,CO2,1,2031,0.0
RE1,IMPELC001,CO2,1,2032,0.0
RE1,IMPELC001,CO2,1,2033,0.0
RE1,IMPELC001,CO2,1,2034,0.0
RE1,IMPELC001,CO2,1,2035,0.0
RE1,IMPELC001,CO2,1,2036,0.0
RE1,IMPELC001,CO2,1,2037,0.0
RE1,IMPELC001,CO2,1,2038,0.0
RE1,IMPELC001,CO2,1,2039,0.0
RE1,IMPELC001,CO2,1,2040,0.0
RE1,IMPELC001,CO2,1,2041,0.0
RE1,IMPELC001,CO2,1,2042,0.0
RE1,IMPELC001,CO2,1,2043,0.0
RE1,IMPELC001,CO2,1,2044,0.0
RE1,IMPELC001,CO2,1,2045,0.0
RE1,IMPELC001,CO2,1,2046,0.0
RE1,IMPELC001,CO2,1,2047,0.0
RE1,IMPELC001,CO2,1,2048,0.0
RE1,IMPELC001,CO2,1,2049,0.0
RE1,IMPELC001,CO2,1,2050,0.0
RE1,IMPELC001,CO2,2,2019,0.0
RE1,IMPELC001,CO2,2,2020,0.0
RE1,IMPELC001,CO2,2,2021,0.0
RE1,IMPELC001,CO2,2,2022,0.0
RE1,IMPELC001,CO2,2,2023,0.0
RE1,IMPELC001,CO2,2,2024,0.0
RE1,IMPELC001,CO2,2,2025,0.0
RE1,IMPELC001,CO2,2,2026,0.0
RE1,IMPELC001,CO2,2,2027,0.0
RE1,IMPELC001,CO2,2,2028,0.0
RE1,IMPELC001,CO2,2,2029,0.0
RE1,IMPELC001,CO2,2,2030,0.0
RE1,IMPELC001,CO2,2,2031,0.0
RE1,IMPELC001,CO2,2,2032,0.0
RE1,IMPELC001,CO2,2,2033,0.0
RE1,IMPELC001,CO2,2,2034,0.0
RE1,IMPELC001,CO2,2,2035,0.0
RE1,IMPELC001,CO2,2,2036,0.0
RE1,IMPELC001,CO2,2,2037,0.0
RE1,IMPELC001,CO2,2,2038,0.0
RE1,IMPELC001,CO2,2,2039,0.0
RE1,IMPELC001,CO2,2,2040,0.0
RE1,IMPELC001,CO2,2,2041,0.0
RE1,IMPELC001,CO2,2,2042,0.0
RE1,IMPELC001,CO2,2,2043,0.0
RE1,IMPELC001,CO2,2,2044,0.0
RE1,IMPELC001,CO2,2,2045,0.0
RE1,IMPELC001,CO2,2,2046,0.0
RE1,IMPELC001,CO2,2,2047,0.0
RE1,IMPELC001,CO2,2,2048,0.0
RE1,IMPELC001,CO2,2,2049,0.0
RE1,IMPELC001,CO2,2,2050,0.0
RE1,IMPELC002,CO2,1,2019,0.0
RE1,IMPELC002,CO2,1,2020,0.0
RE1,IMPELC002,CO2,1,2021,0.0
RE1,IMPELC002,CO2,1,2022,0.0
RE1,IMPELC002,CO2,1,2023,0.0
RE1,IMPELC002,CO2,1,2024,0.0
RE1,IMPELC002,CO2,1,2025,0.0
RE1,IMPELC002,CO2,1,2026,0.0
RE1,IMPELC002,CO2,1,2027,0.0
RE1,IMPELC002,CO2,1,2028,0.0
RE1,IMPELC002,CO2,1,2029,0.0
RE1,IMPELC002,CO2,1,2030,0.0
RE1,IMPELC002,CO2,1,2031,0.0
RE1,IMPELC002,CO2,1,2032,0.0
RE1,IMPELC002,CO2,1,2033,0.0
RE1,IMPELC002,CO2,1,2034,0.0
RE1,IMPELC002,CO2,1,2035,0.0
RE1,IMPELC002,CO2,1,2036,0.0
RE1,IMPELC002,CO2,1,2037,0.0
RE1,IMPELC002,CO2,1,2038,0.0
RE1,IMPELC002,CO2,1,2039,0.0
RE1,IMPELC002,CO2,1,2040,0.0
RE1,IMPELC002,CO2,1,2041,0.0
RE1,IMPELC002,CO2,1,2042,0.0
RE1,IMPELC002,CO2,1,2043,0.0
RE1,IMPELC002,CO2,1,2044,0.0
RE1,IMPELC002,CO2,1,2045,0.0
RE1,IMPELC002,CO2,1,2046,0.0
RE1,IMPELC002,CO2,1,2047,0.0
RE1,IMPELC002,CO2,1,2048,0.0
RE1,IMPELC002,CO2,1,2049,0.0
RE1,IMPELC002,CO2,1,2050,0.0
RE1,IMPELC002,CO2,2,2019,0.0
RE1,IMPELC002,CO2,2,2020,0.0
RE1,IMPELC002,CO2,2,2021,0.0
RE1,IMPELC002,CO2,2,2022,0.0
RE1,IMPELC002,CO2,2,2023,0.0
RE1,IMPELC002,CO2,2,2024,0.0
RE1,IMPELC002,CO2,2,2025,0.0
RE1,IMPELC002,CO2,2,2026,0.0
RE1,IMPELC002,CO2,2,2027,0.0
RE1,IMPELC002,CO2,2,2028,0.0
RE1,IMPELC002,CO2,2,2029,0.0
RE1,IMPELC002,CO2,2,2030,0.0
RE1,IMPELC002,CO2,2,2031,0.0
RE1,IMPELC002,CO2,2,2032,0.0
RE1,IMPELC002,CO2,2,2033,0.0
RE1,IMPELC002,CO2,2,2034,0.0
RE1,IMPELC002,CO2,2,2035,0.0
RE1,IMPELC002,CO2,2,2036,0.0
RE1,IMPELC002,CO2,2,2037,0.0
RE1,IMPELC002,CO2,2,2038,0.0
RE1,IMPELC002,CO2,2,2039,0.0
RE1,IMPELC002,CO2,2,2040,0.0
RE1,IMPELC002,CO2,2,2041,0.0
RE1,IMPELC002,CO2,2,2042,0.0
RE1,IMPELC002,CO2,2,2043,0.0
RE1,IMPELC002,CO2,2,2044,0.0
RE1,IMPELC002,CO2,2,2045,0.0
RE1,IMPELC002,CO2,2,2046,0.0
RE1,IMPELC002,CO2,2,2047,0.0
RE1,IMPELC002,CO2,2,2048,0.0
RE1,IMPELC002,CO2,2,2049,0.0
RE1,IMPELC002,CO2,2,2050,0.0
RE1,IMPGSL,CO2,1,2019,0.07
RE1,IMPGSL,CO2,1,2020,0.07
RE1,IMPGSL,CO2,1,2021,0.07
RE1,IMPGSL,CO2,1,2022,0.07
RE1,IMPGSL,CO2,1,2023,0.07
RE1,IMPGSL,CO2,1,2024,0.07
RE1,IMPGSL,CO2,1,2025,0.07
RE1,IMPGSL,CO2,1,2026,0.07
RE1,IMPGSL,CO2,1,2027,0.07
